np,model,topo,radix,spread_mode,spread_avg,off-fail,on-fail,runs,min_steps,max_steps,steps_avg,min_in_spread,max_in_spread,in_spread_avg,min_out_spread,max_out_spread,out_spread_avg,min_msgs,max_msgs,msgs_avg,min_data,max_data,data_avg,min_queue,max_queue,queue_avg,min_dead,max_dead,dead_avg
4096,0,3,2,0,0,0.00,0.00,1,276,276,276.00,0,0,0.00,121,121,121.00,12286,12286,12286.00,16848896,16848896,16848896.00,2,2,2.00,0,0,0.00
4096,0,3,3,0,0,0.00,0.00,1,191,191,191.00,0,0,0.00,76,76,76.00,12289,12289,12289.00,16860277,16860277,16860276.00,2,2,2.00,0,0,0.00
4096,0,3,4,0,0,0.00,0.00,1,154,154,154.00,0,0,0.00,55,55,55.00,12291,12291,12291.00,16862208,16862208,16862208.00,3,3,3.00,0,0,0.00
4096,0,3,5,0,0,0.00,0.00,1,147,147,147.00,0,0,0.00,49,49,49.00,12297,12297,12297.00,16867348,16867348,16867348.00,5,5,5.00,0,0,0.00
4096,0,3,6,0,0,0.00,0.00,1,138,138,138.00,0,0,0.00,43,43,43.00,12305,12305,12305.00,16876928,16876928,16876928.00,5,5,5.00,0,0,0.00
4096,0,3,7,0,0,0.00,0.00,1,137,137,137.00,0,0,0.00,41,41,41.00,12308,12308,12308.00,16878017,16878017,16878016.00,6,6,6.00,0,0,0.00
4096,0,3,8,0,0,0.00,0.00,1,126,126,126.00,0,0,0.00,33,33,33.00,12303,12303,12303.00,16886272,16886272,16886272.00,7,7,7.00,0,0,0.00
4096,0,3,9,0,0,0.00,0.00,1,125,125,125.00,0,0,0.00,32,32,32.00,12296,12296,12296.00,16880648,16880648,16880648.00,8,8,8.00,0,0,0.00
4096,0,3,10,0,0,0.00,0.00,1,128,128,128.00,0,0,0.00,32,32,32.00,12287,12287,12287.00,16878190,16878190,16878190.00,9,9,9.00,0,0,0.00
4096,0,3,11,0,0,0.00,0.00,1,131,131,131.00,0,0,0.00,32,32,32.00,12276,12276,12276.00,16877857,16877857,16877856.00,10,10,10.00,0,0,0.00
4096,0,3,12,0,0,0.00,0.00,1,134,134,134.00,0,0,0.00,32,32,32.00,12263,12263,12263.00,16879028,16879028,16879028.00,11,11,11.00,0,0,0.00
4096,0,3,13,0,0,0.00,0.00,1,136,136,136.00,0,0,0.00,31,31,31.00,12248,12248,12248.00,16878583,16878583,16878584.00,11,11,11.00,0,0,0.00
4096,0,3,14,0,0,0.00,0.00,1,130,130,130.00,0,0,0.00,27,27,27.00,12259,12259,12259.00,16885834,16885834,16885834.00,12,12,12.00,0,0,0.00
4096,0,3,15,0,0,0.00,0.00,1,130,130,130.00,0,0,0.00,26,26,26.00,12197,12197,12197.00,16899934,16899934,16899934.00,14,14,14.00,0,0,0.00
4096,0,3,16,0,0,0.00,0.00,1,134,134,134.00,0,0,0.00,28,28,28.00,12191,12191,12191.00,16902656,16902656,16902656.00,15,15,15.00,0,0,0.00
4096,0,3,17,0,0,0.00,0.00,1,134,134,134.00,0,0,0.00,27,27,27.00,12185,12185,12185.00,16899282,16899282,16899282.00,15,15,15.00,0,0,0.00
4096,0,3,18,0,0,0.00,0.00,1,134,134,134.00,0,0,0.00,26,26,26.00,12215,12215,12215.00,16897678,16897678,16897678.00,16,16,16.00,0,0,0.00
4096,0,3,19,0,0,0.00,0.00,1,136,136,136.00,0,0,0.00,27,27,27.00,12230,12230,12230.00,16896683,16896683,16896684.00,17,17,17.00,0,0,0.00
4096,0,3,20,0,0,0.00,0.00,1,138,138,138.00,0,0,0.00,28,28,28.00,12247,12247,12247.00,16896436,16896436,16896436.00,18,18,18.00,0,0,0.00
8192,0,3,2,0,0,0.00,0.00,1,300,300,300.00,0,0,0.00,132,132,132.00,24574,24574,24574.00,67264512,67264512,67264512.00,2,2,2.00,0,0,0.00
8192,0,3,3,0,0,0.00,0.00,1,195,195,195.00,0,0,0.00,76,76,76.00,24577,24577,24577.00,67293087,67293087,67293088.00,3,3,3.00,0,0,0.00
8192,0,3,4,0,0,0.00,0.00,1,178,178,178.00,0,0,0.00,66,66,66.00,24579,24579,24579.00,67291136,67291136,67291136.00,3,3,3.00,0,0,0.00
8192,0,3,5,0,0,0.00,0.00,1,159,159,159.00,0,0,0.00,54,54,54.00,24585,24585,24585.00,67309508,67309508,67309504.00,4,4,4.00,0,0,0.00
8192,0,3,6,0,0,0.00,0.00,1,144,144,144.00,0,0,0.00,43,43,43.00,24593,24593,24593.00,67335608,67335608,67335608.00,6,6,6.00,0,0,0.00
8192,0,3,7,0,0,0.00,0.00,1,145,145,145.00,0,0,0.00,43,43,43.00,24596,24596,24596.00,67336071,67336071,67336072.00,6,6,6.00,0,0,0.00
8192,0,3,8,0,0,0.00,0.00,1,150,150,150.00,0,0,0.00,44,44,44.00,24591,24591,24591.00,67339264,67339264,67339264.00,7,7,7.00,0,0,0.00
8192,0,3,9,0,0,0.00,0.00,1,143,143,143.00,0,0,0.00,37,37,37.00,24584,24584,24584.00,67346803,67346803,67346800.00,8,8,8.00,0,0,0.00
8192,0,3,10,0,0,0.00,0.00,1,136,136,136.00,0,0,0.00,32,32,32.00,24575,24575,24575.00,67345440,67345440,67345440.00,9,9,9.00,0,0,0.00
8192,0,3,11,0,0,0.00,0.00,1,137,137,137.00,0,0,0.00,32,32,32.00,24564,24564,24564.00,67336756,67336756,67336752.00,10,10,10.00,0,0,0.00
8192,0,3,12,0,0,0.00,0.00,1,138,138,138.00,0,0,0.00,32,32,32.00,24551,24551,24551.00,67333316,67333316,67333312.00,11,11,11.00,0,0,0.00
8192,0,3,13,0,0,0.00,0.00,1,142,142,142.00,0,0,0.00,32,32,32.00,24536,24536,24536.00,67340497,67340497,67340496.00,12,12,12.00,0,0,0.00
8192,0,3,14,0,0,0.00,0.00,1,146,146,146.00,0,0,0.00,34,34,34.00,24505,24505,24505.00,67348860,67348860,67348864.00,13,13,13.00,0,0,0.00
8192,0,3,15,0,0,0.00,0.00,1,152,152,152.00,0,0,0.00,36,36,36.00,24500,24500,24500.00,67360872,67360872,67360872.00,14,14,14.00,0,0,0.00
8192,0,3,16,0,0,0.00,0.00,1,158,158,158.00,0,0,0.00,39,39,39.00,24479,24479,24479.00,67372032,67372032,67372032.00,15,15,15.00,0,0,0.00
8192,0,3,17,0,0,0.00,0.00,1,152,152,152.00,0,0,0.00,35,35,35.00,24524,24524,24524.00,67362987,67362987,67362984.00,15,15,15.00,0,0,0.00
8192,0,3,18,0,0,0.00,0.00,1,148,148,148.00,0,0,0.00,32,32,32.00,24413,24413,24413.00,67404528,67404528,67404528.00,16,16,16.00,0,0,0.00
8192,0,3,19,0,0,0.00,0.00,1,154,154,154.00,0,0,0.00,34,34,34.00,24385,24385,24385.00,67418782,67418782,67418784.00,18,18,18.00,0,0,0.00
8192,0,3,20,0,0,0.00,0.00,1,158,158,158.00,0,0,0.00,36,36,36.00,24335,24335,24335.00,67427364,67427364,67427360.00,20,20,20.00,0,0,0.00
16384,0,3,2,0,0,0.00,0.00,1,324,324,324.00,0,0,0.00,143,143,143.00,49150,49150,49150.00,268771328,268771328,268771328.00,2,2,2.00,0,0,0.00
16384,0,3,3,0,0,0.00,0.00,1,219,219,219.00,0,0,0.00,87,87,87.00,49153,49153,49153.00,268824773,268824773,268824768.00,2,2,2.00,0,0,0.00
16384,0,3,4,0,0,0.00,0.00,1,182,182,182.00,0,0,0.00,66,66,66.00,49155,49155,49155.00,268836864,268836864,268836864.00,3,3,3.00,0,0,0.00
16384,0,3,5,0,0,0.00,0.00,1,165,165,165.00,0,0,0.00,54,54,54.00,49161,49161,49161.00,268881948,268881948,268881952.00,5,5,5.00,0,0,0.00
16384,0,3,6,0,0,0.00,0.00,1,168,168,168.00,0,0,0.00,54,54,54.00,49169,49169,49169.00,268909994,268909994,268909984.00,5,5,5.00,0,0,0.00
16384,0,3,7,0,0,0.00,0.00,1,151,151,151.00,0,0,0.00,43,43,43.00,49172,49172,49172.00,268947707,268947707,268947712.00,6,6,6.00,0,0,0.00
16384,0,3,8,0,0,0.00,0.00,1,154,154,154.00,0,0,0.00,44,44,44.00,49167,49167,49167.00,268933120,268933120,268933120.00,7,7,7.00,0,0,0.00
16384,0,3,9,0,0,0.00,0.00,1,157,157,157.00,0,0,0.00,43,43,43.00,49160,49160,49160.00,268940708,268940708,268940704.00,8,8,8.00,0,0,0.00
16384,0,3,10,0,0,0.00,0.00,1,156,156,156.00,0,0,0.00,40,40,40.00,49151,49151,49151.00,268922324,268922324,268922336.00,9,9,9.00,0,0,0.00
16384,0,3,11,0,0,0.00,0.00,1,149,149,149.00,0,0,0.00,33,33,33.00,49140,49140,49140.00,268987700,268987700,268987712.00,11,11,11.00,0,0,0.00
16384,0,3,12,0,0,0.00,0.00,1,148,148,148.00,0,0,0.00,32,32,32.00,49127,49127,49127.00,268963528,268963528,268963520.00,11,11,11.00,0,0,0.00
16384,0,3,13,0,0,0.00,0.00,1,150,150,150.00,0,0,0.00,32,32,32.00,49112,49112,49112.00,268961713,268961713,268961728.00,12,12,12.00,0,0,0.00
16384,0,3,14,0,0,0.00,0.00,1,152,152,152.00,0,0,0.00,34,34,34.00,49081,49081,49081.00,268967104,268967104,268967104.00,13,13,13.00,0,0,0.00
16384,0,3,15,0,0,0.00,0.00,1,156,156,156.00,0,0,0.00,36,36,36.00,49076,49076,49076.00,268981668,268981668,268981664.00,14,14,14.00,0,0,0.00
16384,0,3,16,0,0,0.00,0.00,1,162,162,162.00,0,0,0.00,39,39,39.00,49055,49055,49055.00,268998656,268998656,268998656.00,15,15,15.00,0,0,0.00
16384,0,3,17,0,0,0.00,0.00,1,166,166,166.00,0,0,0.00,40,40,40.00,49032,49032,49032.00,269019977,269019977,269019968.00,16,16,16.00,0,0,0.00
16384,0,3,18,0,0,0.00,0.00,1,170,170,170.00,0,0,0.00,42,42,42.00,49007,49007,49007.00,269042594,269042594,269042592.00,17,17,17.00,0,0,0.00
16384,0,3,19,0,0,0.00,0.00,1,176,176,176.00,0,0,0.00,44,44,44.00,48980,48980,48980.00,269067496,269067496,269067488.00,18,18,18.00,0,0,0.00
16384,0,3,20,0,0,0.00,0.00,1,182,182,182.00,0,0,0.00,47,47,47.00,48951,48951,48951.00,269091788,269091788,269091776.00,19,19,19.00,0,0,0.00
32768,0,3,2,0,0,0.00,0.00,1,348,348,348.00,0,0,0.00,154,154,154.00,98302,98302,98302.00,1074462720,1074462720,1074462720.00,2,2,2.00,0,0,0.00
32768,0,3,3,0,0,0.00,0.00,1,241,241,241.00,0,0,0.00,97,97,97.00,98305,98305,98305.00,1074569534,1074569534,1074569472.00,3,3,3.00,0,0,0.00
32768,0,3,4,0,0,0.00,0.00,1,206,206,206.00,0,0,0.00,77,77,77.00,98309,98309,98309.00,1074659328,1074659328,1074659328.00,3,3,3.00,0,0,0.00
32768,0,3,5,0,0,0.00,0.00,1,189,189,189.00,0,0,0.00,65,65,65.00,98313,98313,98313.00,1074679402,1074679402,1074679424.00,4,4,4.00,0,0,0.00
32768,0,3,6,0,0,0.00,0.00,1,172,172,172.00,0,0,0.00,54,54,54.00,98321,98321,98321.00,1074767910,1074767910,1074767872.00,5,5,5.00,0,0,0.00
32768,0,3,7,0,0,0.00,0.00,1,175,175,175.00,0,0,0.00,54,54,54.00,98324,98324,98324.00,1074811678,1074811678,1074811648.00,6,6,6.00,0,0,0.00
32768,0,3,8,0,0,0.00,0.00,1,162,162,162.00,0,0,0.00,44,44,44.00,98319,98319,98319.00,1074872320,1074872320,1074872320.00,7,7,7.00,0,0,0.00
32768,0,3,9,0,0,0.00,0.00,1,161,161,161.00,0,0,0.00,43,43,43.00,98312,98312,98312.00,1074838292,1074838292,1074838272.00,8,8,8.00,0,0,0.00
32768,0,3,10,0,0,0.00,0.00,1,166,166,166.00,0,0,0.00,43,43,43.00,98303,98303,98303.00,1074846428,1074846428,1074846464.00,9,9,9.00,0,0,0.00
32768,0,3,11,0,0,0.00,0.00,1,171,171,171.00,0,0,0.00,43,43,43.00,98292,98292,98292.00,1074874522,1074874522,1074874496.00,10,10,10.00,0,0,0.00
32768,0,3,12,0,0,0.00,0.00,1,166,166,166.00,0,0,0.00,38,38,38.00,98267,98267,98267.00,1074819440,1074819440,1074819456.00,11,11,11.00,0,0,0.00
32768,0,3,13,0,0,0.00,0.00,1,164,164,164.00,0,0,0.00,33,33,33.00,98238,98238,98238.00,1075071452,1075071452,1075071488.00,13,13,13.00,0,0,0.00
32768,0,3,14,0,0,0.00,0.00,1,164,164,164.00,0,0,0.00,34,34,34.00,98233,98233,98233.00,1075028312,1075028312,1075028352.00,13,13,13.00,0,0,0.00
32768,0,3,15,0,0,0.00,0.00,1,166,166,166.00,0,0,0.00,36,36,36.00,98228,98228,98228.00,1074996553,1074996553,1074996608.00,14,14,14.00,0,0,0.00
32768,0,3,16,0,0,0.00,0.00,1,170,170,170.00,0,0,0.00,39,39,39.00,98207,98207,98207.00,1075003392,1075003392,1075003392.00,15,15,15.00,0,0,0.00
32768,0,3,17,0,0,0.00,0.00,1,172,172,172.00,0,0,0.00,40,40,40.00,98184,98184,98184.00,1075024242,1075024242,1075024256.00,16,16,16.00,0,0,0.00
32768,0,3,18,0,0,0.00,0.00,1,176,176,176.00,0,0,0.00,42,42,42.00,98159,98159,98159.00,1075053564,1075053564,1075053568.00,17,17,17.00,0,0,0.00
32768,0,3,19,0,0,0.00,0.00,1,180,180,180.00,0,0,0.00,44,44,44.00,98132,98132,98132.00,1075089476,1075089476,1075089536.00,18,18,18.00,0,0,0.00
32768,0,3,20,0,0,0.00,0.00,1,186,186,186.00,0,0,0.00,46,46,46.00,98103,98103,98103.00,1075129928,1075129928,1075129984.00,19,19,19.00,0,0,0.00
65536,0,3,2,0,0,0.00,0.00,1,372,372,372.00,0,0,0.00,165,165,165.00,196606,196606,196606.00,4296507392,4296507392,4296507392.00,2,2,2.00,0,0,0.00
65536,0,3,3,0,0,0.00,0.00,1,247,247,247.00,0,0,0.00,98,98,98.00,196609,196609,196609.00,4296760445,4296760445,4296760320.00,3,3,3.00,0,0,0.00
65536,0,3,4,0,0,0.00,0.00,1,210,210,210.00,0,0,0.00,77,77,77.00,196611,196611,196611.00,4296818688,4296818688,4296818688.00,3,3,3.00,0,0,0.00
65536,0,3,5,0,0,0.00,0.00,1,193,193,193.00,0,0,0.00,65,65,65.00,196617,196617,196617.00,4296995982,4296995982,4296995840.00,4,4,4.00,0,0,0.00
65536,0,3,6,0,0,0.00,0.00,1,192,192,192.00,0,0,0.00,62,62,62.00,196625,196625,196625.00,4297144314,4297144314,4297144320.00,5,5,5.00,0,0,0.00
65536,0,3,7,0,0,0.00,0.00,1,179,179,179.00,0,0,0.00,54,54,54.00,196628,196628,196628.00,4297266753,4297266753,4297266688.00,6,6,6.00,0,0,0.00
65536,0,3,8,0,0,0.00,0.00,1,186,186,186.00,0,0,0.00,55,55,55.00,196623,196623,196623.00,4297326592,4297326592,4297326592.00,7,7,7.00,0,0,0.00
65536,0,3,9,0,0,0.00,0.00,1,171,171,171.00,0,0,0.00,43,43,43.00,196616,196616,196616.00,4297494105,4297494105,4297494016.00,9,9,9.00,0,0,0.00
65536,0,3,10,0,0,0.00,0.00,1,172,172,172.00,0,0,0.00,43,43,43.00,196607,196607,196607.00,4297400720,4297400720,4297400832.00,9,9,9.00,0,0,0.00
65536,0,3,11,0,0,0.00,0.00,1,175,175,175.00,0,0,0.00,43,43,43.00,196596,196596,196596.00,4297393680,4297393680,4297393664.00,10,10,10.00,0,0,0.00
65536,0,3,12,0,0,0.00,0.00,1,180,180,180.00,0,0,0.00,43,43,43.00,196583,196583,196583.00,4297432384,4297432384,4297432576.00,11,11,11.00,0,0,0.00
65536,0,3,13,0,0,0.00,0.00,1,186,186,186.00,0,0,0.00,43,43,43.00,196555,196555,196555.00,4297619090,4297619090,4297618944.00,12,12,12.00,0,0,0.00
65536,0,3,14,0,0,0.00,0.00,1,184,184,184.00,0,0,0.00,42,42,42.00,196551,196551,196551.00,4297522538,4297522538,4297522688.00,13,13,13.00,0,0,0.00
65536,0,3,15,0,0,0.00,0.00,1,180,180,180.00,0,0,0.00,39,39,39.00,196472,196472,196472.00,4298140965,4298140965,4298141184.00,14,14,14.00,0,0,0.00
65536,0,3,16,0,0,0.00,0.00,1,186,186,186.00,0,0,0.00,42,42,42.00,196447,196447,196447.00,4298248192,4298248192,4298248192.00,15,15,15.00,0,0,0.00
65536,0,3,17,0,0,0.00,0.00,1,186,186,186.00,0,0,0.00,41,41,41.00,196437,196437,196437.00,4298146070,4298146070,4298146304.00,16,16,16.00,0,0,0.00
65536,0,3,18,0,0,0.00,0.00,1,188,188,188.00,0,0,0.00,42,42,42.00,196445,196445,196445.00,4298021256,4298021256,4298021376.00,17,17,17.00,0,0,0.00
65536,0,3,19,0,0,0.00,0.00,1,190,190,190.00,0,0,0.00,44,44,44.00,196436,196436,196436.00,4297981869,4297981869,4297981952.00,18,18,18.00,0,0,0.00
65536,0,3,20,0,0,0.00,0.00,1,194,194,194.00,0,0,0.00,46,46,46.00,196407,196407,196407.00,4298020192,4298020192,4298020352.00,19,19,19.00,0,0,0.00
np,model,topo,radix,spread_mode,spread_avg,off-fail,on-fail,runs,min_steps,max_steps,steps_avg,min_in_spread,max_in_spread,in_spread_avg,min_out_spread,max_out_spread,out_spread_avg,min_msgs,max_msgs,msgs_avg,min_data,max_data,data_avg,min_queue,max_queue,queue_avg,min_dead,max_dead,dead_avg
131072,0,3,2,0,0,0.00,0.00,1,396,396,396.00,0,0,0.00,176,176,176.00,393214,393214,393214.00,17183145984,17183145984,17183145984.00,2,2,2.00,0,0,0.00
131072,0,3,3,0,0,0.00,0.00,1,271,271,271.00,0,0,0.00,109,109,109.00,393217,393217,393217.00,17183639047,17183639047,17183639552.00,2,2,2.00,0,0,0.00
131072,0,3,4,0,0,0.00,0.00,1,234,234,234.00,0,0,0.00,88,88,88.00,393222,393222,393222.00,17184161792,17184161792,17184161792.00,3,3,3.00,0,0,0.00
131072,0,3,5,0,0,0.00,0.00,1,215,215,215.00,0,0,0.00,75,75,75.00,393225,393225,393225.00,17184101408,17184101408,17184102400.00,4,4,4.00,0,0,0.00
131072,0,3,6,0,0,0.00,0.00,1,200,200,200.00,0,0,0.00,65,65,65.00,393233,393233,393233.00,17184543350,17184543350,17184542720.00,5,5,5.00,0,0,0.00
131072,0,3,7,0,0,0.00,0.00,1,187,187,187.00,0,0,0.00,54,54,54.00,393236,393236,393236.00,17184996007,17184996007,17184995328.00,7,7,7.00,0,0,0.00
131072,0,3,8,0,0,0.00,0.00,1,190,190,190.00,0,0,0.00,55,55,55.00,393231,393231,393231.00,17184882688,17184882688,17184882688.00,7,7,7.00,0,0,0.00
131072,0,3,9,0,0,0.00,0.00,1,195,195,195.00,0,0,0.00,54,54,54.00,393224,393224,393224.00,17185028523,17185028523,17185028096.00,8,8,8.00,0,0,0.00
131072,0,3,10,0,0,0.00,0.00,1,190,190,190.00,0,0,0.00,48,48,48.00,393215,393215,393215.00,17185212134,17185212134,17185212416.00,9,9,9.00,0,0,0.00
131072,0,3,11,0,0,0.00,0.00,1,183,183,183.00,0,0,0.00,43,43,43.00,393204,393204,393204.00,17185318109,17185318109,17185318912.00,10,10,10.00,0,0,0.00
131072,0,3,12,0,0,0.00,0.00,1,186,186,186.00,0,0,0.00,43,43,43.00,393191,393191,393191.00,17185235020,17185235020,17185234944.00,11,11,11.00,0,0,0.00
131072,0,3,13,0,0,0.00,0.00,1,190,190,190.00,0,0,0.00,43,43,43.00,393163,393163,393163.00,17185499330,17185499330,17185499136.00,12,12,12.00,0,0,0.00
131072,0,3,14,0,0,0.00,0.00,1,196,196,196.00,0,0,0.00,46,46,46.00,393131,393131,393131.00,17185837346,17185837346,17185837056.00,13,13,13.00,0,0,0.00
131072,0,3,15,0,0,0.00,0.00,1,202,202,202.00,0,0,0.00,49,49,49.00,393095,393095,393095.00,17186224113,17186224113,17186224128.00,14,14,14.00,0,0,0.00
131072,0,3,16,0,0,0.00,0.00,1,210,210,210.00,0,0,0.00,53,53,53.00,393055,393055,393055.00,17186627584,17186627584,17186627584.00,15,15,15.00,0,0,0.00
131072,0,3,17,0,0,0.00,0.00,1,202,202,202.00,0,0,0.00,48,48,48.00,393045,393045,393045.00,17186653559,17186653559,17186654208.00,16,16,16.00,0,0,0.00
131072,0,3,18,0,0,0.00,0.00,1,204,204,204.00,0,0,0.00,48,48,48.00,392945,392945,392945.00,17187757860,17187757860,17187758080.00,17,17,17.00,0,0,0.00
131072,0,3,19,0,0,0.00,0.00,1,210,210,210.00,0,0,0.00,51,51,51.00,392873,392873,392873.00,17188207253,17188207253,17188206592.00,19,19,19.00,0,0,0.00
131072,0,3,20,0,0,0.00,0.00,1,210,210,210.00,0,0,0.00,50,50,50.00,392895,392895,392895.00,17187762800,17187762800,17187762176.00,19,19,19.00,0,0,0.00
Run completed successfully!
np,model,topo,radix,spread_mode,spread_avg,off-fail,on-fail,runs,min_steps,max_steps,steps_avg,min_in_spread,max_in_spread,in_spread_avg,min_out_spread,max_out_spread,out_spread_avg,min_msgs,max_msgs,msgs_avg,min_data,max_data,data_avg,min_queue,max_queue,queue_avg,min_dead,max_dead,dead_avg
Internal error at ./state/state_ctx.c, line 361.
262144,0,3,2,0,0,0.00,0.00,1,0,0,0.00,0,0,0.00,0,0,0.00,131072,131072,131072.00,0,0,0.00,0,0,0.00,0,0,0.00
Internal error at ./state/state_ctx.c, line 361.
262144,0,3,3,0,0,0.00,0.00,1,0,0,0.00,0,0,0.00,0,0,0.00,177147,177147,177147.00,92120,92120,92120.00,0,0,0.00,0,0,0.00
